ft_case_id,transaction_id,account_num,loss_dt,reported_dt,fraud_type_cd,gross_fraud_amt,merchant_credit_amt,net_fraud_amt,chargeback_amt,chargeback_cnt,total_transaction_cnt,external_status_desc,case_narrative,loss_type_desc
case_0000308,txn_00010091,acct_0004518,2026-02-28,2026-03-20,CNP,218.28,90.94,127.34,40.4,0,7,Suspicious Activity - Temporary Hold Placed,"A $1,200 transaction flagged in Phoenix as suspicious; linked to skimming operations targeting tourists at local attractions.",Gross
case_0000309,txn_00010115,acct_0002736,2026-02-08,2026-02-22,CNP,105.54,3.82,101.72,5.51,3,2,Fraudulent Activity - Account Suspended,"A $4,600 purchase at a luxury retailer in London flagged as fraudulent; traced back to multiple compromised accounts in the area.",Net
case_0000310,txn_00010143,acct_0000654,2026-02-19,2026-03-10,ATO,449.86,35.58,414.28,264.01,0,7,Fraud Alert - Transaction Declined,"SIM swap incident in the Netherlands; $3,500 withdrawn from ATMs after victim's phone number was hijacked.",Recovered
case_0000311,txn_00010161,acct_0000707,2026-01-27,2026-01-28,LST,216.85,119.51,97.34,127.36,3,10,Fraudulent Activity - Account Suspended,The investigation revealed a $500 transaction at a retail store in Mexico was made with a stolen card reported lost by a traveler from Texas.,Recovered
case_0000312,txn_00010176,acct_0004989,2026-03-11,2026-03-21,CNP,59.33,10.95,48.38,22.47,1,7,Fraud Confirmed - No Chargeback Filed,"Counterfeit card used for a $2,000 transaction in Toronto; linked to a recent phishing scam targeting local residents.",Net
case_0000313,txn_00010184,acct_0004529,2026-01-22,2026-02-11,CNP,202.94,84,118.94,8.13,0,11,Fraudulent Transaction - Account Closed,The investigation into a $350 charge at a cafe in Toronto revealed it was linked to a stolen card reported lost by a customer in Ohio.,Net
case_0000314,txn_00010246,acct_0000533,2026-02-20,2026-03-11,CTF,26.22,13.01,13.21,19.61,3,4,Fraudulent Activity - Account Suspended,A customer in Canada reported a stolen card used for a $250 purchase at a local electronics store after losing it during a trip.,Gross
case_0000315,txn_00010257,acct_0004780,2026-03-19,2026-03-29,CTF,510.4,217.19,293.21,307.56,1,1,Fraud Case Resolved - Account Restored,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Recovered
case_0000316,txn_00010299,acct_0004857,2026-01-11,2026-01-11,BUS,83.43,12.89,70.54,46.59,1,1,Fraud Suspected - Investigation Ongoing,"A suspicious $1,800 transaction in Vancouver led to the discovery of a skimming device at a popular tourist ATM.",Net
case_0000317,txn_00010328,acct_0004677,2026-01-17,2026-02-05,ATO,73.24,27.66,45.58,23.79,1,4,Confirmed Fraud - Refund Process Initiated,"Detected a $3,200 overseas purchase from a counterfeit card in London, traced to an online data breach affecting multiple accounts.",Net
case_0000318,txn_00010379,acct_0002032,2026-03-30,2026-04-07,CNP,64.72,22.2,42.52,36.29,3,6,Fraud Investigation - Awaiting Customer Response,"Account takeover in Illinois; $1,400 taken from the victim's account through unauthorized bill payments.",Gross
case_0000319,txn_00010393,acct_0001550,2026-01-14,2026-01-23,ATO,294.09,165.77,128.32,149.68,0,6,Fraud Suspected - Investigation Ongoing,"Investigation opened for a $200 e-commerce transaction for luxury goods from a site in Italy, originating from a stolen card in Canada.",Net
case_0000320,txn_00010397,acct_0001063,2026-03-14,2026-04-03,ATO,175.4,2.79,172.61,127.02,0,1,Fraudulent Transaction - Account Closed,A suspicious $300 transaction at a restaurant in Paris was traced back to a stolen card reported by a customer living in California.,Net
case_0000321,txn_00010463,acct_0004265,2026-03-17,2026-03-22,BUS,84.56,21.19,63.37,28.81,2,1,Fraud Investigation - Awaiting Customer Response,"Identified a $3,200 purchase of electronics in Brazil, linked to a bust-out operation using compromised personal information.",Recovered
case_0000322,txn_00010492,acct_0002914,2026-03-20,2026-04-02,CTF,79.34,44.84,34.5,49.48,0,3,Confirmed Fraud - Chargeback Filed,A suspicious $300 transaction at a restaurant in Paris was traced back to a stolen card reported by a customer living in California.,Net
case_0000323,txn_00010500,acct_0004060,2026-02-13,2026-02-19,FPF,380.32,105.28,275.04,5.26,0,6,Confirmed Fraud - Chargeback Filed,The investigation into a $350 charge at a cafe in Toronto revealed it was linked to a stolen card reported lost by a customer in Ohio.,Gross
case_0000324,txn_00010525,acct_0003743,2026-03-24,2026-03-24,FPF,350.81,207.97,142.84,251.53,0,6,Fraud Alert - Transaction Declined,"Account takeover in Illinois; $1,400 taken from the victim's account through unauthorized bill payments.",Net
case_0000325,txn_00010546,acct_0000441,2026-03-29,2026-04-15,CNP,163.32,69.26,94.06,32.49,1,1,Fraud Suspected - Investigation Ongoing,Fraud case in South Africa; account takeover led to $650 in online shopping before detection.,Recovered
case_0000326,txn_00010596,acct_0004380,2026-01-16,2026-01-22,LST,228.69,42.37,186.32,158.88,0,6,Fraud Review Completed - No Action Needed,"Detected fraudulent $90 charge for beauty products in Italy, linked to a compromised account in a recent data breach in Canada.",Net
case_0000327,txn_00010603,acct_0003208,2026-02-20,2026-02-28,LST,210.24,124.71,85.53,98,1,4,Fraud Alert - Transaction Declined,"A cardholder in Illinois flagged a $450 charge at a restaurant in Thailand as fraudulent, linked to a card reported lost during their vacation.",Recovered
case_0000328,txn_00010614,acct_0003906,2026-01-21,2026-01-29,ATO,402.55,134.46,268.09,337.42,0,11,Potential Fraud - Customer Contacted,"A $1,200 transaction flagged in Phoenix as suspicious; linked to skimming operations targeting tourists at local attractions.",Net
case_0000329,txn_00010631,acct_0002726,2026-02-18,2026-03-10,ATO,37.91,0.34,37.57,28.63,1,3,Fraud Investigation - Awaiting Customer Response,"Uncovered $175 purchase of sports equipment from an e-commerce site in Australia, associated with a credit card reported stolen in the U.S.",Net
case_0000330,txn_00010664,acct_0003430,2026-02-18,2026-02-24,CNP,98.52,53.66,44.86,88.65,3,8,Fraud Suspected - Investigation Ongoing,"Detected a $3,500 wire transfer to an overseas account, tied to a bust-out operation in South America.",Recovered
case_0000331,txn_00010676,acct_0003594,2026-01-19,2026-01-31,BUS,35.27,7.76,27.51,16.08,1,5,Fraud Review Completed - No Action Needed,"SIM swap case in Japan; fraudulent transactions worth $4,000 traced to an overseas IP address.",Gross
case_0000332,txn_00010684,acct_0001345,2026-03-30,2026-04-12,CTF,150.27,61.8,88.47,93.36,0,9,Potential Fraud - Customer Contacted,"Reviewed a $1,900 hotel stay in France, suspected to be part of a first-party fraud case with conflicting cardholder claims.",Gross
case_0000333,txn_00010688,acct_0003000,2026-01-26,2026-01-28,CNP,219.87,77.27,142.6,55.91,3,7,Fraud Suspected - Investigation Ongoing,"Investigated a $1,200 purchase of home appliances in Germany, linked to a suspected first-party fraud case with multiple accounts.",Net
case_0000334,txn_00010697,acct_0002269,2026-02-18,2026-03-05,FPF,302.87,130.53,172.34,152.17,3,4,Fraudulent Transaction - Account Closed,"Uncovered a $1,500 charge for online gaming subscriptions in South Korea, attributed to a friendly fraud case with numerous disputes.",Net
case_0000335,txn_00010698,acct_0001075,2026-03-22,2026-03-27,CTF,188.65,87.79,100.86,49.45,3,1,Fraud Case Resolved - Account Restored,"Investigated a $4,000 fraudulent investment in an online platform based in the Philippines, tied to first-party fraud by the cardholder.",Net
case_0000336,txn_00010699,acct_0000220,2026-02-20,2026-02-22,CNP,22.9,13.73,9.17,16.38,0,9,Fraud Investigation - Awaiting Customer Response,"The cardholder in Australia discovered a $600 charge at an overseas retailer, claiming their card was lost during a recent business trip.",Net
case_0000337,txn_00010759,acct_0002664,2026-03-02,2026-03-21,CTF,100.83,43.74,57.09,74.84,0,2,Fraud Case Resolved - Account Restored,"Fraud detected in Russia; $1,000 stolen from a credit card following an account takeover.",Net
case_0000338,txn_00010784,acct_0004554,2026-03-14,2026-03-29,LST,106.93,63.28,43.65,45.54,1,10,Confirmed Fraud - Refund Process Initiated,"A $2,800 overseas charge from a counterfeit card in Dubai prompted an investigation into a local skimming operation.",Gross
case_0000339,txn_00010879,acct_0000434,2026-02-17,2026-03-03,FPF,403.97,7.01,396.96,17.01,3,1,Fraud Investigation - Awaiting Customer Response,"A $1,100 transaction in Melbourne confirmed as fraudulent; linked to a skimming device found at a popular shopping precinct.",Net
case_0000340,txn_00010897,acct_0004407,2026-03-27,2026-04-16,CNP,946.58,455.81,490.77,118.3,3,11,Fraud Investigation - Awaiting Customer Response,"Examined a $700 online gaming purchase in Canada, attributed to friendly fraud with multiple disputes from the cardholder.",Net
case_0000341,txn_00010920,acct_0004706,2026-03-12,2026-03-19,BUS,481.3,270.17,211.13,422.84,1,10,Fraud Investigation - Awaiting Customer Response,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Net
case_0000342,txn_00010939,acct_0001976,2026-01-23,2026-02-09,CTF,1152.34,265.36,886.98,993.92,3,6,Confirmed Fraud - Chargeback Filed,"A $1,800 skimming incident was detected at a gas station in California; surveillance footage revealed a hidden device on the card reader.",Gross
case_0000343,txn_00010956,acct_0004792,2026-03-29,2026-04-10,CTF,131.5,38.3,93.2,103.11,2,5,Fraud Confirmed - No Chargeback Filed,"SIM swap incident in Sweden; $1,500 transferred to a fraudulent account after successful takeover.",Net
case_0000344,txn_00011006,acct_0001391,2026-02-27,2026-02-28,CNP,78.77,1.79,76.98,59.47,1,2,Potential Fraud - Customer Contacted,"Identified suspicious $200 charge for online courses from a U.S. site, originating from a card reported compromised in a data leak.",Net
case_0000345,txn_00011033,acct_0002563,2026-01-21,2026-01-30,CNP,810.52,109.51,701.01,721.49,1,5,Suspicious Activity - Temporary Hold Placed,"Victim in Chile reported account takeover; $1,200 in digital currency stolen through compromised credentials.",Net
case_0000346,txn_00011077,acct_0004703,2026-02-21,2026-03-13,BUS,27.15,4.03,23.12,12.89,0,7,Fraud Investigation - Awaiting Customer Response,"Identified a $3,200 purchase of electronics in Brazil, linked to a bust-out operation using compromised personal information.",Net
case_0000347,txn_00011165,acct_0001554,2026-02-17,2026-02-22,BUS,522.22,246.93,275.29,352.59,3,6,Suspicious Activity - Temporary Hold Placed,"A $1,700 transaction in Lisbon traced back to counterfeit cards; investigation revealed a local syndicate involved in skimming activities.",Recovered
case_0000348,txn_00011188,acct_0004952,2026-03-27,2026-04-14,LST,80.8,38.2,42.6,14.68,0,2,Potential Fraud - Customer Contacted,Account takeover in Florida; hackers purchased $500 in gift cards after intercepting account recovery emails.,Net
case_0000349,txn_00011190,acct_0000224,2026-03-11,2026-03-25,ATO,1162.78,49.84,1112.94,538.39,3,6,Confirmed Fraud - Refund Process Initiated,"Analyzed a $3,200 transaction at a luxury goods store in New York, indicating a possible friendly fraud attempt by the cardholder.",Recovered
case_0000350,txn_00011197,acct_0001749,2026-03-31,2026-04-17,CNP,232.06,127.66,104.4,18.16,0,11,Fraud Alert - Transaction Declined,A fraudulent charge of $600 at a clothing store in the UK was connected to a card reported lost by a customer from Florida.,Net
case_0000351,txn_00011238,acct_0001986,2026-03-14,2026-03-18,LST,155.75,91.71,64.04,19.05,2,3,Fraud Alert - Transaction Declined,"Detected a $5,000 fraudulent charge from an online retailer; card traced back to a skimming operation in Las Vegas.",Net
case_0000352,txn_00011275,acct_0000411,2026-02-17,2026-02-27,ATO,697.84,394.01,303.83,98.23,1,8,Confirmed Fraud - Refund Process Initiated,"The cardholder in Australia discovered a $600 charge at an overseas retailer, claiming their card was lost during a recent business trip.",Net
case_0000353,txn_00011289,acct_0003774,2026-01-26,2026-01-30,CNP,1004.82,382.07,622.75,162.03,3,5,Fraud Investigation - Awaiting Customer Response,"Flagged unauthorized $120 transaction for concert tickets on a site in the Netherlands, originating from a compromised account in the U.K.",Net
case_0000354,txn_00011344,acct_0003451,2026-03-30,2026-04-07,CTF,516.04,276.15,239.89,462.54,3,9,Fraud Suspected - Investigation Ongoing,"A $1,200 purchase at a luxury goods website was flagged as fraudulent, linked to a stolen card reported by a resident in New York.",Net
case_0000355,txn_00011371,acct_0000569,2026-03-12,2026-03-29,ATO,520.88,176.82,344.06,54.2,1,9,Fraud Alert - Transaction Declined,"Account takeover in Ohio; $2,500 in unauthorized purchases made using stolen credit card information.",Net
case_0000356,txn_00011373,acct_0004852,2026-02-18,2026-03-09,FPF,1050.51,482.37,568.14,706.8,1,1,Fraud Review Completed - No Action Needed,"A cardholder in Germany reported a lost card after noticing a $250 charge at a local bar in Miami, leading to an immediate alert.",Recovered
case_0000357,txn_00011403,acct_0000759,2026-03-13,2026-03-14,CNP,46.69,2.71,43.98,18.21,0,1,Fraudulent Transaction - Account Closed,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Recovered
case_0000358,txn_00011451,acct_0002065,2026-02-18,2026-02-28,CTF,28.49,16.9,11.59,21.33,0,4,Fraud Case Resolved - Account Restored,"A $350 charge at a bar in the Bahamas was linked to a stolen card reported by a traveler from New York, who lost it during the trip.",Gross
case_0000359,txn_00011464,acct_0001045,2026-03-06,2026-03-11,CNP,222.57,35.07,187.5,106.47,0,5,Potential Fraud - Customer Contacted,"Account takeover in Virginia; $1,600 taken via unauthorized credit card purchases after successful phishing attack.",Net
case_0000360,txn_00011473,acct_0004931,2026-03-13,2026-03-17,CTF,69.68,35.44,34.24,37.64,2,9,Confirmed Fraud - Refund Process Initiated,Account takeover in Florida; hackers purchased $500 in gift cards after intercepting account recovery emails.,Net
case_0000361,txn_00011479,acct_0003752,2026-01-08,2026-01-19,CNP,28.96,1.85,27.11,19.78,3,4,Fraudulent Transaction - Account Closed,"Uncovered $60 unauthorized online transaction for gaming credits in Japan, associated with a cardholder's account breached in a phishing scam.",Net
case_0000362,txn_00011537,acct_0003304,2026-01-19,2026-01-27,FPF,53.35,22.63,30.72,26.86,2,2,Suspicious Activity - Temporary Hold Placed,"Identified suspicious $300 charge for fashion items on a UK website, linked to multiple accounts registered with the same email in the U.S.",Recovered
case_0000363,txn_00011543,acct_0001935,2026-03-23,2026-03-27,BUS,551.98,9.48,542.5,404.42,1,2,Confirmed Fraud - Refund Process Initiated,"Investigation opened for a $200 e-commerce transaction for luxury goods from a site in Italy, originating from a stolen card in Canada.",Gross
case_0000364,txn_00011569,acct_0002896,2026-03-15,2026-04-03,LST,107.58,30.59,76.99,96.66,3,8,Fraud Confirmed - No Chargeback Filed,"Detected a $4,200 purchase in Berlin from a counterfeit card; linked to a recent data leak in a major retail chain.",Net
case_0000365,txn_00011604,acct_0001966,2026-01-20,2026-02-04,CNP,322.75,13.11,309.64,217.27,2,5,Fraud Case Resolved - Account Restored,"Investigated a $2,500 online purchase of electronics from a suspected bust-out scheme in California, using stolen identity information.",Recovered
